date,open,high,low,close,volume
2020-10-22 00:00:00+05:30,138.0,138.0,134.8,134.8,8586
2020-10-23 00:00:00+05:30,135.2,139.46,135.2,137.55,236
2020-10-26 00:00:00+05:30,138.0,149.0,133.02,133.83,6148
2020-10-27 00:00:00+05:30,134.0,136.85,132.52,136.85,998
2020-10-28 00:00:00+05:30,138.99,138.99,133.61,133.61,1975
2020-10-29 00:00:00+05:30,137.99,137.99,133.01,133.99,723
2020-10-30 00:00:00+05:30,131.05,135.99,130.6,132.5,1015
2020-11-02 00:00:00+05:30,136.0,139.97,134.0,136.88,684
2020-11-03 00:00:00+05:30,136.9,142.99,136.9,142.2,324
2020-11-04 00:00:00+05:30,143.99,143.99,138.15,141.23,6322
2020-11-05 00:00:00+05:30,141.5,146.14,141.5,144.14,1192
2020-11-06 00:00:00+05:30,144.14,148.4,144.0,148.09,577
2020-11-09 00:00:00+05:30,153.0,154.0,150.0,153.99,6808
2020-11-10 00:00:00+05:30,156.0,161.99,155.0,161.99,996
2020-11-11 00:00:00+05:30,161.9,163.99,157.06,159.96,1969
2020-11-12 00:00:00+05:30,161.34,161.34,155.11,158.0,1038
2020-11-13 00:00:00+05:30,162.0,164.93,154.6,158.58,1730
2020-11-14 00:00:00+05:30,160.9,164.25,159.01,163.6,1504
2020-11-17 00:00:00+05:30,164.95,164.95,157.6,162.95,2260
2020-11-18 00:00:00+05:30,160.0,164.97,159.6,163.94,1596
2020-11-19 00:00:00+05:30,164.0,164.98,161.1,163.2,444
2020-11-20 00:00:00+05:30,163.98,163.98,159.9,162.99,374
2020-11-23 00:00:00+05:30,164.9,164.9,160.01,162.52,982
2020-11-24 00:00:00+05:30,162.52,165.0,161.61,164.71,1053
2020-11-25 00:00:00+05:30,166.9,167.88,162.3,164.13,1480
2020-11-26 00:00:00+05:30,164.9,166.99,161.1,165.48,684
2020-11-27 00:00:00+05:30,165.48,167.0,162.31,164.09,1065
2020-12-01 00:00:00+05:30,166.9,167.97,162.05,166.01,847
2020-12-02 00:00:00+05:30,166.01,167.99,163.5,166.99,383
2020-12-03 00:00:00+05:30,167.0,167.0,163.0,163.25,1847
2020-12-04 00:00:00+05:30,166.4,166.99,162.16,165.99,1215
2020-12-07 00:00:00+05:30,168.9,168.9,164.11,167.0,879
2020-12-08 00:00:00+05:30,169.45,170.0,165.95,166.99,615
2020-12-09 00:00:00+05:30,169.87,169.87,166.95,169.48,886
2020-12-10 00:00:00+05:30,170.0,171.99,167.01,168.84,755
2020-12-11 00:00:00+05:30,170.49,170.49,167.02,168.26,713
2020-12-14 00:00:00+05:30,171.9,174.9,167.1,169.21,592
2020-12-15 00:00:00+05:30,169.21,170.0,167.17,169.11,1186
2020-12-16 00:00:00+05:30,169.1,172.0,169.01,171.24,592
2020-12-17 00:00:00+05:30,171.9,171.99,169.39,171.21,755
2020-12-18 00:00:00+05:30,172.5,172.98,167.77,169.67,304
2020-12-21 00:00:00+05:30,171.0,171.45,158.8,162.82,2317
