date,open,high,low,close,volume
2022-02-07 00:00:00+05:30,60.0,64.34,59.44,61.77,208834
2022-02-08 00:00:00+05:30,62.0,63.0,61.55,62.28,65666
2022-02-09 00:00:00+05:30,62.5,63.0,62.01,62.77,156227
2022-02-10 00:00:00+05:30,63.0,64.9,62.2,62.8,341078
2022-02-11 00:00:00+05:30,62.98,62.98,62.02,62.36,670996
2022-02-14 00:00:00+05:30,62.4,66.4,62.4,64.09,755940
2022-02-15 00:00:00+05:30,64.2,64.69,63.1,63.19,998503
2022-02-16 00:00:00+05:30,63.3,63.39,62.85,63.24,257824
2022-02-17 00:00:00+05:30,64.0,64.39,63.1,63.87,366056
2022-02-18 00:00:00+05:30,64.0,64.49,63.61,63.79,479087
2022-02-21 00:00:00+05:30,63.99,63.99,63.25,63.42,174108
2022-02-22 00:00:00+05:30,63.5,64.55,63.5,64.29,482154
2022-02-23 00:00:00+05:30,64.29,64.45,64.0,64.08,518105
2022-02-24 00:00:00+05:30,64.15,67.49,64.15,66.98,851371
2022-02-25 00:00:00+05:30,66.98,66.98,64.51,64.68,473542
2022-02-28 00:00:00+05:30,65.0,65.68,64.7,64.85,278819
2022-03-02 00:00:00+05:30,66.6,67.38,66.6,67.09,671240
2022-03-03 00:00:00+05:30,67.3,68.0,67.03,67.48,278653
2022-03-04 00:00:00+05:30,67.6,67.99,67.22,67.52,572952
2022-03-07 00:00:00+05:30,67.6,70.9,67.6,70.37,2521109
2022-03-08 00:00:00+05:30,71.2,71.97,69.1,70.56,1555427
2022-03-09 00:00:00+05:30,71.58,74.0,70.13,70.65,3069502
2022-03-10 00:00:00+05:30,68.5,69.7,67.5,68.5,1852430
2022-03-11 00:00:00+05:30,68.7,69.95,68.7,69.47,450947
2022-03-14 00:00:00+05:30,69.99,69.99,67.9,68.49,766744
2022-03-15 00:00:00+05:30,68.0,68.0,66.89,66.96,1206446
2022-03-16 00:00:00+05:30,66.96,67.2,66.87,67.14,421069
2022-03-17 00:00:00+05:30,68.25,68.25,67.2,67.55,498307
2022-03-21 00:00:00+05:30,67.75,67.75,67.02,67.35,495028
2022-03-22 00:00:00+05:30,67.8,68.49,67.27,67.47,901527
2022-03-23 00:00:00+05:30,67.3,67.4,66.7,67.34,705057
2022-03-24 00:00:00+05:30,67.8,67.88,67.3,67.52,180506
2022-03-25 00:00:00+05:30,67.8,68.68,67.8,68.6,973088
2022-03-28 00:00:00+05:30,67.0,68.19,67.0,67.35,482797
2022-03-29 00:00:00+05:30,67.5,67.5,66.32,66.39,709264
2022-03-30 00:00:00+05:30,66.66,66.87,66.25,66.65,296240
2022-03-31 00:00:00+05:30,66.65,66.68,65.81,66.3,1513326
2022-04-01 00:00:00+05:30,66.6,66.96,66.55,66.72,290914
2022-04-04 00:00:00+05:30,66.98,66.98,66.0,66.54,563048
2022-04-05 00:00:00+05:30,66.5,66.5,65.9,66.15,587450
2022-04-06 00:00:00+05:30,66.0,66.05,65.46,65.98,448926
2022-04-07 00:00:00+05:30,66.25,66.5,65.71,66.04,490405
2022-04-08 00:00:00+05:30,66.38,66.55,66.06,66.48,268062
2022-04-11 00:00:00+05:30,66.69,67.45,66.4,67.35,316116
2022-04-12 00:00:00+05:30,68.0,68.0,67.26,67.4,915728
2022-04-13 00:00:00+05:30,67.8,69.15,67.8,69.0,812052
2022-04-18 00:00:00+05:30,68.31,69.99,68.31,69.62,940469
2022-04-19 00:00:00+05:30,69.88,69.98,69.31,69.6,579141
2022-04-20 00:00:00+05:30,69.18,69.18,67.86,68.06,707140
2022-04-21 00:00:00+05:30,68.2,68.2,67.35,67.46,581100
2022-04-22 00:00:00+05:30,67.83,67.83,66.15,66.33,1233175
2022-04-25 00:00:00+05:30,66.33,66.33,65.2,65.31,1237896
2022-04-26 00:00:00+05:30,65.6,65.68,65.01,65.42,774433
2022-04-27 00:00:00+05:30,65.6,70.49,64.64,64.98,488290
2022-04-28 00:00:00+05:30,64.98,64.98,63.75,64.25,809968
2022-04-29 00:00:00+05:30,64.4,64.8,64.21,64.57,798571
2022-05-02 00:00:00+05:30,64.45,64.45,62.55,62.83,1779659
2022-05-04 00:00:00+05:30,62.5,62.79,62.35,62.63,720146
2022-05-05 00:00:00+05:30,62.7,64.0,62.7,63.35,519360
2022-05-06 00:00:00+05:30,63.34,63.34,62.02,62.49,799198
2022-05-09 00:00:00+05:30,64.01,64.01,61.85,61.98,522812
2022-05-10 00:00:00+05:30,62.29,62.29,61.38,61.64,451137
2022-05-11 00:00:00+05:30,61.5,61.5,60.21,61.36,553283
2022-05-12 00:00:00+05:30,61.36,61.36,59.89,59.99,2005985
